DIRECTORIO;HOGAR_NUMERO;PERSONA_NUMERO;P6240;P203;P203S1;P5355;P5355S1;P5355S2;P204S1;P204S2;P204S3;P204S4;P204S5;P204S6;P204S7;P204S9;P204S8;P5360;P5360S1;P5361;P5361S1;P5361S2;P272S1;P272S2;P272S3;P272S4;P272S5;P272S6;P272S7;P272S8;P5366;P5366S1;P5367;P5367S1;P5367S2;P206S1;P206S2;P206S3;P206S4;P206S5;P206S6;P206S7;P206S8;P5371;P5371S1;P5372;P5372S1;P5372S2;P207S1;P207S2;P207S3;P207S4;P207S5;P207S6;P207S7;P207S8;P5377;P5377S1;P5378S1;P5378S2;P5378S3;P5378S4;P5378S5;P5378S6;P5378S7;P5378S8;P5378S9
3076311;1;4;4;2; ;1;4;1; ; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;1;2;1
3076311;1;6;5;2; ;2; ; ;2;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076312;1;1;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;5;2; ; ; ; ; ; ; ; ;2; ;2;1;2;2;1;2;2;2;2
3076312;1;2;1;1;400000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076312;1;3;2;2; ;1;5;2; ; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;1;2;1;2;2;2;2;2;1
3076312;1;4;1;1;700000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3076313;1;1;4;1;860000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;2;2;2
3076313;1;2;1;1;800000;2; ; ;2;1;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3076313;1;3;1;1;700000;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;3;2; ; ; ; ; ; ; ; ;99; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076314;1;1;1;1;800000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3076314;1;2;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;1;2;2;2;2
3076314;1;3;2;2; ;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;1;2;1;2;1;2;1
3076314;1;4;3;2; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076314;1;6;5;2; ;2; ; ;2;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076315;1;1;1;1;600000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076315;1;2;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076316;1;1;1;1;300000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076317;1;1;1;99; ;2; ; ;1;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;1;2;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;2;2;2
3076318;1;1;4;99; ;2; ; ;2;1;1;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;2;1;2
3076318;1;2;1;99; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;5;2; ; ; ; ; ; ; ; ;1;30000;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;1;2;2;2;2;2;1;2;2
3076318;1;3;3;2; ;2; ; ;2;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;2;2;2;2;2;1;2;2
3076319;1;1;1;1;800000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;2;2;2;2;2;1;2;2
3076319;1;2;1;1;500000;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;2;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;2;1;2;2;2;1;2;2
3076320;1;1;1;99; ;1;5;2; ; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;1;2;2
3076320;1;2;1;99; ;1;5;2; ; ; ; ; ; ; ; ; ;1;50000;2; ; ;2;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2;2;2;2;2;2;1;2;2
3076321;1;1;4;99; ;2; ; ;2;1;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076322;1;1;1;1;900000;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;1;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076322;1;2;1;1;500000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;2;2;2;2;2;1;2;2
3076322;1;3;3;2; ;1;3;1; ; ; ; ; ; ; ; ; ;2; ;1;1;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;2;2;2;2;2;2;1;2
3076323;1;1;1;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076323;1;2;4;2; ;2; ; ;2;1;1;2;2;2;2;2;2;2; ;2; ; ;2;2;1;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;1;2;2
3076324;1;1;4;99; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;1;2;2;2;2;2;1;2
3076325;1;1;1;1;700000;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;2;2; ; ; ; ; ; ; ; ;1;28000;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;1;2;2;2;2;2;1;1;2
3076325;1;2;3;1;200000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;1;1;2;2;2;2;1;1;2
3076325;1;3;3;2; ;1;2;1; ; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;1;2;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;1;2;2;2;2;1;2;2
3076326;1;1;3;2; ;2; ; ;2;2;2;2;1;2;1;2;2;2; ;1;4;2; ; ; ; ; ; ; ; ;1;120000;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;2;2;2;2;2;1;2;2
3076326;1;2;3;99; ;2; ; ;2;2;2;2;2;2;1;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;1;2;2
3076327;1;1;1;99; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;1;2;2;2;2;2;1;2;2
3076327;1;2;1;99; ;2; ; ;2;2;2;1;2;2;1;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;2;2;2;2;2;1;2;2
3076327;1;3;3;2; ;2; ; ;2;2;2;2;2;2;1;2;2;2; ;1;2;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;1;2;2;2;2;2;1;2;2
3076328;1;1;1;1;2000000;2; ; ;1;2;1;1;2;2;2;2;2;2; ;1;4;2; ; ; ; ; ; ; ; ;1;200000;2; ; ;1;2;2;2;2;2;2;2;2; ;1;2;1; ; ; ; ; ; ; ; ;2; ;2;1;1;1;1;2;2;1;1
3076328;1;2;4;1;900000;2; ; ;1;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;1;1;2;2;2; ;2; ; ;2;1;1;2;2;2;1;2;2; ;1;2;2; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;1;2;1;1
3076329;1;1;1;1;4000000;2; ; ;2;1;1;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;1;1;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076329;1;2;4;1;7000000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;2;1;1;1;2;2;1
3076330;1;1;6;1;450000;1;3;2; ; ; ; ; ; ; ; ; ;1;20000;1;3;1; ; ; ; ; ; ; ; ;1;45000;2; ; ;1;2;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;1;1;2;1;2;1;1;1
3076330;1;2;1;1;780000;1;5;2; ; ; ; ; ; ; ; ; ;1;100000;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;1;1;1;1;2;1;1
3076330;1;3;3;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;1;1;1;1;1
3076331;1;1;1;1;600000;1;4;2; ; ; ; ; ; ; ; ; ;1;60000;2; ; ;2;2;2;2;2;2;2;1;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;1;2;2;2;2;2;2
3076331;1;2;4;1;800000;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;1;2;2;2;1;2;2
3076332;1;1;2;2; ;1;3;1; ; ; ; ; ; ; ; ; ;2; ;1;1;1; ; ; ; ; ; ; ; ;2; ;1;2;1; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;1;1;1;1;1;1;1
3076332;1;2;4;1;600000;1;4;1; ; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;2;1;2;1;1;2;2
3076332;1;3;5;2; ;1;3;1; ; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076333;1;1;1;1;900000;2; ; ;2;2;2;2;2;2;1;2;2;2; ;1;3;2; ; ; ; ; ; ; ; ;1;60000;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;2;1;2;2
3076334;1;1;4;1;500000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;2;2
3076334;1;2;4;2; ;2; ; ;2;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;1;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076335;1;1;4;1;50000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;1;2;2;2;1;2;2
3076335;1;2;2;2; ;1;2;1; ; ; ; ; ; ; ; ; ;2; ;1;2;1; ; ; ; ; ; ; ; ;2; ;1;2;1; ; ; ; ; ; ; ; ;1;5000;1;2;1; ; ; ; ; ; ; ; ;1;10000;2;1;1;1;1;1;1;1;2
3076335;1;3;3;2; ;1;1;1; ; ; ; ; ; ; ; ; ;1;5000;1;2;1; ; ; ; ; ; ; ; ;2; ;1;2;1; ; ; ; ; ; ; ; ;2; ;1;2;1; ; ; ; ; ; ; ; ;2; ;2;1;1;2;1;1;1;2;2
3076336;1;1;1;1;500000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;1;2;2;2;2
3076336;1;2;1;1;1400000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;1;2;1;1;2
3076337;1;1;1;1;600000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;1;1;2;2;1;1;2;2
3076337;1;2;4;2; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;2;2;1;2;2
3076338;1;1;1;1;3000000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;1;40000;1;3;1; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;1;1;1;2;1;1;1;2;2
3076338;1;2;1;2; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;4;2; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;1;1;1;1;2;1;2;2
3076339;1;1;1;1;18000000;2; ; ;2;2;2;1;2;2;2;2;2;1;1000;1;2;2; ; ; ; ; ; ; ; ;1;1000;1;5;1; ; ; ; ; ; ; ; ;1;1000;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;1;1;1;1;1;2;2
3076339;1;2;4;2; ;1;5;1; ; ; ; ; ; ; ; ; ;1;1000;1;4;1; ; ; ; ; ; ; ; ;1;1000;1;5;1; ; ; ; ; ; ; ; ;1;1000;1;3;1; ; ; ; ; ; ; ; ;1;1000;2;2;2;1;1;2;2;1;1
3076339;1;3;3;2; ;2; ; ;2;1;1;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;1;2;1;2;1;2;1
3076340;1;1;1;1;15000000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;4;2; ; ; ; ; ; ; ; ;1;15000;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;2;1;2;1;2;1;2;1
3076340;1;2;1;1;1300000;1;4;1; ; ; ; ; ; ; ; ; ;1;1000;1;4;1; ; ; ; ; ; ; ; ;1;2000;1;2;1; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;1;1000;1;1;2;2;2;2;2;2;2
3076341;1;1;1;1;600000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;2;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;2;2;2
3076341;1;2;5;2; ;2; ; ;2;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076344;1;1;1;1;1500000;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;5;2; ; ; ; ; ; ; ; ;1;18000;2; ; ;2;2;2;2;1;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;1;2;2
3076344;1;2;3;2; ;1;2;1; ; ; ; ; ; ; ; ; ;1;20000;1;3;1; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;1;1;2;2;1;2;2;2
3076347;1;1;1;1;1000000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076347;1;2;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076347;1;3;1;1;12000000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3076349;1;1;1;1;800000;2; ; ;1;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;2;2;2;1;2; ;2;2;2;2;2;2;2;2;2
3076349;1;2;3;2; ;1;3;2; ; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;1;2;2;2;2;2;2
3076352;1;1;1;1;500000;2; ; ;2;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;1;10000;1;2;1; ; ; ; ; ; ; ; ;1;20000;1;5;1; ; ; ; ; ; ; ; ;1;10000;2;1;1;2;1;2;2;2;2
3076355;1;1;1;1;12000000;1;3;1; ; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;1;2;1;2;1;2;2
3076355;1;2;4;2; ;1;4;1; ; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;1;2;1;2;1;2;1
3076355;1;3;3;2; ;1;4;1; ; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;1;20000;1;5;1; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;1;2;2
3076355;1;4;3;2; ;1;4;2; ; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3076356;1;1;1;1;1400000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;1;2;1;2;2;2;1;2;2
3076356;1;2;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;1;1;2
3076357;1;1;1;1;1200000;2; ; ;2;2;2;2;2;2;1;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2;2;1;2;2;2;1;2;2
3076357;1;2;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;1;2;2
3076358;1;1;4;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076359;1;1;4;2; ;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;1;1;2;2
3076360;1;1;1;1;786000;2; ; ;2;2;2;2;2;2;1;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;1;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;1;1;1;2
3076360;1;2;4;2; ;2; ; ;2;1;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;1;1;1;2
3076361;1;1;1;1;1000000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;1;1;2
3076361;1;2;1;1;30000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;1;2;2
3076361;1;3;3;2; ;2; ; ;2;2;2;2;2;2;1;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;1;2;2;1;2;1;2;1
3076362;1;1;1;1;500000;2; ; ;2;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;1;2;2
3076362;1;2;6;2; ;2; ; ;2;1;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3076363;1;1;1;1;500000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;1;2;2;2;2;2;1;2;2
3076365;1;1;4;1;100000;2; ; ;1;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
